code,ab,County,POVALL_2014
29111,MO,Lewis County,"1,341"
29113,MO,Lincoln County,"8,376"
29115,MO,Linn County,"2,419"
29117,MO,Livingston County,"2,232"
29119,MO,McDonald County,"4,992"
29121,MO,Macon County,"2,569"
29123,MO,Madison County,"2,473"
29125,MO,Maries County,"1,428"
29127,MO,Marion County,"4,965"
29129,MO,Mercer County,549
29131,MO,Miller County,"4,303"
29133,MO,Mississippi County,"3,951"
29135,MO,Moniteau County,"2,008"
29137,MO,Monroe County,"1,353"
29139,MO,Montgomery County,"1,830"
29141,MO,Morgan County,"4,112"
29143,MO,New Madrid County,"4,160"
29145,MO,Newton County,"8,198"
29147,MO,Nodaway County,"3,949"
29149,MO,Oregon County,"2,560"
29151,MO,Osage County,"1,358"
29153,MO,Ozark County,"2,098"
29155,MO,Pemiscot County,"4,998"
29157,MO,Perry County,"2,194"
29159,MO,Pettis County,"7,239"
29161,MO,Phelps County,"9,019"
29163,MO,Pike County,"3,058"
29165,MO,Platte County,"6,487"
29167,MO,Polk County,"5,348"
29169,MO,Pulaski County,"6,899"
29171,MO,Putnam County,888
29173,MO,Ralls County,"1,186"
29175,MO,Randolph County,"4,131"
29177,MO,Ray County,"3,456"
29179,MO,Reynolds County,"1,382"
29181,MO,Ripley County,"3,466"
29183,MO,St. Charles County,"25,281"
29185,MO,St. Clair County,"2,002"
29186,MO,Ste. Genevieve County,"2,310"
29187,MO,St. Francois County,"11,974"
29189,MO,St. Louis County,"93,882"
29195,MO,Saline County,"3,574"
29197,MO,Schuyler County,779
29199,MO,Scotland County,774
29201,MO,Scott County,"7,972"
29203,MO,Shannon County,"2,324"
29205,MO,Shelby County,979
29207,MO,Stoddard County,"5,577"
29209,MO,Stone County,"4,973"
29211,MO,Sullivan County,"1,113"
29213,MO,Taney County,"9,819"
29215,MO,Texas County,"5,097"
29217,MO,Vernon County,"3,558"
29219,MO,Warren County,"4,222"
29221,MO,Washington County,"6,088"
29223,MO,Wayne County,"3,504"
29225,MO,Webster County,"6,386"
29227,MO,Worth County,313
29229,MO,Wright County,"4,096"
29510,MO,St. Louis city,"88,571"
30000,MT,Montana,"151,915"
30001,MT,Beaverhead County,"1,343"
30003,MT,Big Horn County,"4,016"
30005,MT,Blaine County,"1,643"
30007,MT,Broadwater County,653
30009,MT,Carbon County,"1,315"
30011,MT,Carter County,161
30013,MT,Cascade County,"11,403"
30015,MT,Chouteau County,"1,129"
30017,MT,Custer County,"1,279"
30019,MT,Daniels County,189
30021,MT,Dawson County,"1,052"
30023,MT,Deer Lodge County,"1,451"
30025,MT,Fallon County,245
30027,MT,Fergus County,"1,640"
30029,MT,Flathead County,"12,776"
30031,MT,Gallatin County,"13,071"
30033,MT,Garfield County,198
30035,MT,Glacier County,"4,259"
30037,MT,Golden Valley County,165
30039,MT,Granite County,458
30041,MT,Hill County,"2,845"
30043,MT,Jefferson County,"1,184"
30045,MT,Judith Basin County,290
30047,MT,Lake County,"6,541"
30049,MT,Lewis and Clark County,"7,736"
30051,MT,Liberty County,432
30053,MT,Lincoln County,"3,622"
30055,MT,McCone County,257
30057,MT,Madison County,976
30059,MT,Meagher County,321
30061,MT,Mineral County,731
30063,MT,Missoula County,"17,216"
30065,MT,Musselshell County,866
30067,MT,Park County,"2,310"
30069,MT,Petroleum County,85
30071,MT,Phillips County,648
30073,MT,Pondera County,"1,221"
30075,MT,Powder River County,214
30077,MT,Powell County,"1,083"
30079,MT,Prairie County,138
30081,MT,Ravalli County,"7,013"
30083,MT,Richland County,949
30085,MT,Roosevelt County,"2,653"
30087,MT,Rosebud County,"1,892"
30089,MT,Sanders County,"2,316"
30091,MT,Sheridan County,370
30093,MT,Silver Bow County,"6,575"
30095,MT,Stillwater County,776
30097,MT,Sweet Grass County,431
30099,MT,Teton County,817
30101,MT,Toole County,762
30103,MT,Treasure County,91
30105,MT,Valley County,935
30107,MT,Wheatland County,397
30109,MT,Wibaux County,128
30111,MT,Yellowstone County,"18,645"
31000,NE,Nebraska,"225,054"
31001,NE,Adams County,"3,746"
31003,NE,Antelope County,885
31005,NE,Arthur County,46
31007,NE,Banner County,95
31009,NE,Blaine County,79
31011,NE,Boone County,540
31013,NE,Box Butte County,"1,274"
31015,NE,Boyd County,276
31017,NE,Brown County,372
31019,NE,Buffalo County,"5,738"
31021,NE,Burt County,683
31023,NE,Butler County,745
31025,NE,Cass County,"1,726"
31027,NE,Cedar County,878
31029,NE,Chase County,363
31031,NE,Cherry County,757
31033,NE,Cheyenne County,902
31035,NE,Clay County,702
31037,NE,Colfax County,"1,072"
31039,NE,Cuming County,809
31041,NE,Custer County,"1,413"
31043,NE,Dakota County,"3,044"
31045,NE,Dawes County,"1,537"
31047,NE,Dawson County,"3,248"
31049,NE,Deuel County,226
31051,NE,Dixon County,604
31053,NE,Dodge County,"4,564"
31055,NE,Douglas County,"74,169"
31057,NE,Dundy County,256
31059,NE,Fillmore County,551
31061,NE,Franklin County,410
31063,NE,Frontier County,353
31065,NE,Furnas County,608
31067,NE,Gage County,"2,338"
31069,NE,Garden County,293
31071,NE,Garfield County,231
31073,NE,Gosper County,175
31075,NE,Grant County,68
31077,NE,Greeley County,307
31079,NE,Hall County,"8,834"
31081,NE,Hamilton County,622
31083,NE,Harlan County,391
31085,NE,Hayes County,135
31087,NE,Hitchcock County,397
31089,NE,Holt County,"1,281"
31091,NE,Hooker County,67
31093,NE,Howard County,726
31095,NE,Jefferson County,829
31097,NE,Johnson County,575
31099,NE,Kearney County,627
31101,NE,Keith County,964
31103,NE,Keya Paha County,166
31105,NE,Kimball County,428
31107,NE,Knox County,"1,229"
31109,NE,Lancaster County,"40,146"
31111,NE,Lincoln County,"5,112"
31113,NE,Logan County,70
31115,NE,Loup County,91
31117,NE,McPherson County,69
31119,NE,Madison County,"4,662"
31121,NE,Merrick County,791
31123,NE,Morrill County,669
31125,NE,Nance County,403
31127,NE,Nemaha County,900
31129,NE,Nuckolls County,575
31131,NE,Otoe County,"1,544"
31133,NE,Pawnee County,324
31135,NE,Perkins County,295
31137,NE,Phelps County,845
31139,NE,Pierce County,707
31141,NE,Platte County,"2,687"
31143,NE,Polk County,410
31145,NE,Red Willow County,"1,227"
31147,NE,Richardson County,"1,142"
31149,NE,Rock County,211
31151,NE,Saline County,"1,328"
31153,NE,Sarpy County,"8,991"
31155,NE,Saunders County,"1,678"
31157,NE,Scotts Bluff County,"5,563"
31159,NE,Seward County,"1,292"
31161,NE,Sheridan County,826
31163,NE,Sherman County,366
31165,NE,Sioux County,208
31167,NE,Stanton County,557
31169,NE,Thayer County,541
31171,NE,Thomas County,105
31173,NE,Thurston County,"2,338"
31175,NE,Valley County,511
31177,NE,Washington County,"1,450"
31179,NE,Wayne County,"1,132"
31181,NE,Webster County,450
31183,NE,Wheeler County,96
31185,NE,York County,"1,388"
32000,NV,Nevada,"430,447"
32001,NV,Churchill County,"3,107"
32003,NV,Clark County,"318,965"
32005,NV,Douglas County,"4,861"
32007,NV,Elko County,"5,581"
32009,NV,Esmeralda County,115
32011,NV,Eureka County,197
32013,NV,Humboldt County,"1,819"
32015,NV,Lander County,656
32017,NV,Lincoln County,741
32019,NV,Lyon County,"7,039"
32021,NV,Mineral County,843
32023,NV,Nye County,"7,019"
32027,NV,Pershing County,931
32029,NV,Storey County,327
32031,NV,Washoe County,"67,110"
32033,NV,White Pine County,"1,195"
32510,NV,Carson City,"9,940"
33000,NH,New Hampshire,"117,822"
33001,NH,Belknap County,"5,922"
33003,NH,Carroll County,"5,003"
33005,NH,Cheshire County,"8,467"
33007,NH,Coos County,"4,508"
33009,NH,Grafton County,"9,584"
33011,NH,Hillsborough County,"34,507"
33013,NH,Merrimack County,"13,390"
33015,NH,Rockingham County,"18,267"
33017,NH,Strafford County,"13,735"
33019,NH,Sullivan County,"4,437"
34000,NJ,New Jersey,"972,441"
34001,NJ,Atlantic County,"40,761"
34003,NJ,Bergen County,"70,557"
34005,NJ,Burlington County,"31,331"
34007,NJ,Camden County,"65,551"
34009,NJ,Cape May County,"12,080"
34011,NJ,Cumberland County,"28,287"
34013,NJ,Essex County,"130,059"
34015,NJ,Gloucester County,"23,626"
34017,NJ,Hudson County,"117,129"
34019,NJ,Hunterdon County,"5,742"
34021,NJ,Mercer County,"41,715"
34023,NJ,Middlesex County,"67,331"
34025,NJ,Monmouth County,"51,001"
34027,NJ,Morris County,"24,782"
34029,NJ,Ocean County,"68,832"
34031,NJ,Passaic County,"90,553"
34033,NJ,Salem County,"8,307"
34035,NJ,Somerset County,"16,496"
34037,NJ,Sussex County,"8,875"
34039,NJ,Union County,"60,679"
34041,NJ,Warren County,"8,747"
35000,NM,New Mexico,"420,388"
35001,NM,Bernalillo County,"124,091"
35003,NM,Catron County,783
35005,NM,Chaves County,"14,988"
35006,NM,Cibola County,"7,162"
35007,NM,Colfax County,"2,510"
35009,NM,Curry County,"9,472"
35011,NM,DeBaca County,374
35013,NM,Dona Ana County,"58,462"
35015,NM,Eddy County,"7,863"
35017,NM,Grant County,"5,437"
35019,NM,Guadalupe County,"1,006"
35021,NM,Harding County,101
35023,NM,Hidalgo County,"1,099"
35025,NM,Lea County,"11,231"
35027,NM,Lincoln County,"3,933"
35028,NM,Los Alamos County,743
35029,NM,Luna County,"7,386"
35031,NM,McKinley County,"26,327"
35033,NM,Mora County,"1,108"
35035,NM,Otero County,"12,658"
35037,NM,Quay County,"2,018"
35039,NM,Rio Arriba County,"9,503"
35041,NM,Roosevelt County,"4,415"
35043,NM,Sandoval County,"17,264"
35045,NM,San Juan County,"25,680"
35047,NM,San Miguel County,"6,948"
35049,NM,Santa Fe County,"20,700"
35051,NM,Sierra County,"2,627"
35053,NM,Socorro County,"5,194"
35055,NM,Taos County,"6,317"
35057,NM,Torrance County,"4,130"
35059,NM,Union County,704
35061,NM,Valencia County,"18,156"
36000,NY,New York,"3,082,613"
36001,NY,Albany County,"39,589"
36003,NY,Allegany County,"7,943"
36005,NY,Bronx County,"440,989"
36007,NY,Broome County,"32,100"
36009,NY,Cattaraugus County,"12,350"
36011,NY,Cayuga County,"9,488"
36013,NY,Chautauqua County,"24,433"
36015,NY,Chemung County,"15,101"
36017,NY,Chenango County,"8,078"
36019,NY,Clinton County,"12,419"
36021,NY,Columbia County,"7,023"
36023,NY,Cortland County,"6,206"
36025,NY,Delaware County,"6,400"
36027,NY,Dutchess County,"28,417"
36029,NY,Erie County,"136,135"
36031,NY,Essex County,"4,356"
36033,NY,Franklin County,"8,393"
36035,NY,Fulton County,"9,444"
36037,NY,Genesee County,"6,841"
36039,NY,Greene County,"4,989"
36041,NY,Hamilton County,537
36043,NY,Herkimer County,"10,279"
36045,NY,Jefferson County,"17,009"
36047,NY,Kings County,"607,086"
36049,NY,Lewis County,"3,833"
36051,NY,Livingston County,"8,640"
36053,NY,Madison County,"7,962"
36055,NY,Monroe County,"103,280"
36057,NY,Montgomery County,"9,248"
36059,NY,Nassau County,"89,120"
36061,NY,New York County,"280,877"
36063,NY,Niagara County,"28,129"
36065,NY,Oneida County,"38,971"
36067,NY,Onondaga County,"72,873"
36069,NY,Ontario County,"12,241"
36071,NY,Orange County,"49,122"
36073,NY,Orleans County,"6,129"
36075,NY,Oswego County,"22,618"
36077,NY,Otsego County,"10,606"
36079,NY,Putnam County,"6,144"
36081,NY,Queens County,"352,481"
36083,NY,Rensselaer County,"19,990"
36085,NY,Richmond County,"67,827"
36087,NY,Rockland County,"46,955"
36089,NY,St. Lawrence County,"18,981"
36091,NY,Saratoga County,"15,977"
36093,NY,Schenectady County,"20,089"
36095,NY,Schoharie County,"4,790"
36097,NY,Schuyler County,"2,786"
36099,NY,Seneca County,"4,560"
36101,NY,Steuben County,"16,098"
36103,NY,Suffolk County,"113,319"
36105,NY,Sullivan County,"11,968"
36107,NY,Tioga County,"5,644"
36109,NY,Tompkins County,"17,123"
36111,NY,Ulster County,"23,615"
36113,NY,Warren County,"8,572"
36115,NY,Washington County,"8,607"
36117,NY,Wayne County,"11,678"
36119,NY,Westchester County,"98,067"
36121,NY,Wyoming County,"4,608"
36123,NY,Yates County,"3,481"
37000,NC,North Carolina,"1,663,954"
37001,NC,Alamance County,"27,115"
37003,NC,Alexander County,"5,923"
37005,NC,Alleghany County,"2,205"
37007,NC,Anson County,"5,860"
37009,NC,Ashe County,"5,629"
37011,NC,Avery County,"3,041"
37013,NC,Beaufort County,"8,863"
37015,NC,Bertie County,"5,212"
37017,NC,Bladen County,"8,750"
37019,NC,Brunswick County,"18,438"
37021,NC,Buncombe County,"33,936"
37023,NC,Burke County,"17,732"
37025,NC,Cabarrus County,"23,213"
37027,NC,Caldwell County,"15,102"
37029,NC,Camden County,"1,002"
37031,NC,Carteret County,"9,945"
37033,NC,Caswell County,"4,317"
37035,NC,Catawba County,"24,642"
37037,NC,Chatham County,"9,404"
37039,NC,Cherokee County,"5,620"
37041,NC,Chowan County,"3,310"
37043,NC,Clay County,"1,935"
37045,NC,Cleveland County,"20,081"
37047,NC,Columbus County,"13,119"
37049,NC,Craven County,"16,289"
37051,NC,Cumberland County,"55,792"
37053,NC,Currituck County,"2,758"
37055,NC,Dare County,"3,831"
37057,NC,Davidson County,"27,440"
37059,NC,Davie County,"5,681"
37061,NC,Duplin County,"16,419"
37063,NC,Durham County,"46,899"
37065,NC,Edgecombe County,"13,925"
37067,NC,Forsyth County,"69,871"
37069,NC,Franklin County,"9,401"
37071,NC,Gaston County,"34,776"
37073,NC,Gates County,"1,794"
37075,NC,Graham County,"1,754"
37077,NC,Granville County,"8,664"
37079,NC,Greene County,"5,311"
37081,NC,Guilford County,"86,041"
37083,NC,Halifax County,"12,128"
37085,NC,Harnett County,"25,281"
37087,NC,Haywood County,"8,961"
37089,NC,Henderson County,"14,185"
37091,NC,Hertford County,"5,632"
37093,NC,Hoke County,"9,897"
37095,NC,Hyde County,"1,080"
37097,NC,Iredell County,"20,917"
37099,NC,Jackson County,"8,748"
37101,NC,Johnston County,"27,504"
37103,NC,Jones County,"2,213"
37105,NC,Lee County,"10,830"
37107,NC,Lenoir County,"12,806"
37109,NC,Lincoln County,"12,626"
37111,NC,McDowell County,"7,685"
37113,NC,Macon County,"6,061"
37115,NC,Madison County,"3,972"
37117,NC,Martin County,"4,584"
37119,NC,Mecklenburg County,"151,386"
37121,NC,Mitchell County,"2,894"
37123,NC,Montgomery County,"5,564"
37125,NC,Moore County,"14,281"
37127,NC,Nash County,"16,796"
37129,NC,New Hanover County,"37,908"
37131,NC,Northampton County,"5,117"
37133,NC,Onslow County,"24,618"
37135,NC,Orange County,"18,514"
37137,NC,Pamlico County,"2,184"
37139,NC,Pasquotank County,"6,978"
37141,NC,Pender County,"8,502"
37143,NC,Perquimans County,"2,293"
37145,NC,Person County,"7,236"
37147,NC,Pitt County,"39,398"
37149,NC,Polk County,"2,942"
37151,NC,Randolph County,"23,570"
37153,NC,Richmond County,"11,033"
37155,NC,Robeson County,"43,106"
37157,NC,Rockingham County,"17,540"
37159,NC,Rowan County,"24,137"
37161,NC,Rutherford County,"14,045"
37163,NC,Sampson County,"18,218"
37165,NC,Scotland County,"9,569"
37167,NC,Stanly County,"9,685"
37169,NC,Stokes County,"6,355"
37171,NC,Surry County,"13,633"
37173,NC,Swain County,"2,716"
37175,NC,Transylvania County,"5,203"
37177,NC,Tyrrell County,"1,018"
37179,NC,Union County,"23,279"
37181,NC,Vance County,"11,896"
37183,NC,Wake County,"112,936"
37185,NC,Warren County,"4,371"
37187,NC,Washington County,"3,334"
37189,NC,Watauga County,"12,227"
37191,NC,Wayne County,"28,355"
37193,NC,Wilkes County,"15,885"
37195,NC,Wilson County,"19,057"
37197,NC,Yadkin County,"6,430"
37199,NC,Yancey County,"3,590"
38000,ND,North Dakota,"79,203"
38001,ND,Adams County,236
38003,ND,Barnes County,"1,097"
38005,ND,Benson County,"2,025"
38007,ND,Billings County,69
38009,ND,Bottineau County,618
38011,ND,Bowman County,238
38013,ND,Burke County,185
38015,ND,Burleigh County,"7,160"
38017,ND,Cass County,"18,221"
38019,ND,Cavalier County,341
38021,ND,Dickey County,566
38023,ND,Divide County,197
38025,ND,Dunn County,412
38027,ND,Eddy County,244
38029,ND,Emmons County,443
38031,ND,Foster County,265
38033,ND,Golden Valley County,189
38035,ND,Grand Forks County,"11,010"
38037,ND,Grant County,376
38039,ND,Griggs County,214
38041,ND,Hettinger County,276
38043,ND,Kidder County,341
38045,ND,LaMoure County,395
38047,ND,Logan County,223
38049,ND,McHenry County,726
38051,ND,McIntosh County,348
38053,ND,McKenzie County,934
38055,ND,McLean County,952
38057,ND,Mercer County,629
38059,ND,Morton County,"2,678"
38061,ND,Mountrail County,899
38063,ND,Nelson County,319
38065,ND,Oliver County,194
38067,ND,Pembina County,621
38069,ND,Pierce County,479
38071,ND,Ramsey County,"1,360"
38073,ND,Ransom County,438
38075,ND,Renville County,195
38077,ND,Richland County,"1,488"
38079,ND,Rolette County,"4,560"
38081,ND,Sargent County,281
38083,ND,Sheridan County,213
38085,ND,Sioux County,"1,457"
38087,ND,Slope County,72
38089,ND,Stark County,"2,259"
38091,ND,Steele County,138
38093,ND,Stutsman County,"2,255"
38095,ND,Towner County,247
38097,ND,Traill County,682
38099,ND,Walsh County,"1,172"
38101,ND,Ward County,"5,644"
38103,ND,Wells County,448
38105,ND,Williams County,"2,174"
39000,OH,Ohio,"1,778,288"
39001,OH,Adams County,"6,864"
39003,OH,Allen County,"17,839"
39005,OH,Ashland County,"7,400"
39007,OH,Ashtabula County,"20,547"
39009,OH,Athens County,"16,630"
39011,OH,Auglaize County,"3,744"
39013,OH,Belmont County,"10,537"
39015,OH,Brown County,"6,503"
39017,OH,Butler County,"52,128"
39019,OH,Carroll County,"3,742"
39021,OH,Champaign County,"4,309"
39023,OH,Clark County,"24,315"
39025,OH,Clermont County,"22,370"
39027,OH,Clinton County,"5,584"
39029,OH,Columbiana County,"16,171"
39031,OH,Coshocton County,"6,527"
39033,OH,Crawford County,"6,441"
39035,OH,Cuyahoga County,"241,829"
39037,OH,Darke County,"6,281"
39039,OH,Defiance County,"4,392"
39041,OH,Delaware County,"8,952"
39043,OH,Erie County,"10,343"
39045,OH,Fairfield County,"14,147"
39047,OH,Fayette County,"4,440"
39049,OH,Franklin County,"208,629"
39051,OH,Fulton County,"4,414"
39053,OH,Gallia County,"7,667"
39055,OH,Geauga County,"7,299"
39057,OH,Greene County,"20,447"
39059,OH,Guernsey County,"6,729"
39061,OH,Hamilton County,"138,939"
39063,OH,Hancock County,"9,313"
39065,OH,Hardin County,"5,586"
39067,OH,Harrison County,"2,578"
39069,OH,Henry County,"2,808"
39071,OH,Highland County,"8,199"
39073,OH,Hocking County,"4,944"
39075,OH,Holmes County,"5,348"
39077,OH,Huron County,"7,759"
39079,OH,Jackson County,"6,450"
39081,OH,Jefferson County,"13,050"
39083,OH,Knox County,"8,724"
39085,OH,Lake County,"20,156"
39087,OH,Lawrence County,"10,643"
39089,OH,Licking County,"22,272"
39091,OH,Logan County,"7,637"
39093,OH,Lorain County,"43,499"
39095,OH,Lucas County,"87,923"
39097,OH,Madison County,"4,890"
39099,OH,Mahoning County,"42,601"
39101,OH,Marion County,"12,683"
39103,OH,Medina County,"12,230"
39105,OH,Meigs County,"5,199"
39107,OH,Mercer County,"3,577"
39109,OH,Miami County,"10,920"
39111,OH,Monroe County,"2,232"
39113,OH,Montgomery County,"101,914"
39115,OH,Morgan County,"2,646"
39117,OH,Morrow County,"4,197"
39119,OH,Muskingum County,"15,955"
39121,OH,Noble County,"1,888"
39123,OH,Ottawa County,"4,110"
39125,OH,Paulding County,"2,320"
39127,OH,Perry County,"6,276"
39129,OH,Pickaway County,"6,833"
39131,OH,Pike County,"6,061"
39133,OH,Portage County,"21,810"
39135,OH,Preble County,"5,340"
39137,OH,Putnam County,"2,621"
39139,OH,Richland County,"18,246"
39141,OH,Ross County,"13,658"
39143,OH,Sandusky County,"8,592"
39145,OH,Scioto County,"20,049"
39147,OH,Seneca County,"9,254"
39149,OH,Shelby County,"5,167"
39151,OH,Stark County,"54,744"
39153,OH,Summit County,"71,490"
39155,OH,Trumbull County,"34,593"
39157,OH,Tuscarawas County,"12,252"
39159,OH,Union County,"3,924"
39161,OH,Van Wert County,"2,837"
39163,OH,Vinton County,"3,110"
39165,OH,Warren County,"12,441"
39167,OH,Washington County,"9,307"
39169,OH,Wayne County,"15,491"
39171,OH,Williams County,"5,125"
39173,OH,Wood County,"16,448"
39175,OH,Wyandot County,"2,208"
40000,OK,Oklahoma,"623,162"
40001,OK,Adair County,"5,975"
40003,OK,Alfalfa County,783
40005,OK,Atoka County,"2,826"
40007,OK,Beaver County,567
40009,OK,Beckham County,"3,240"
40011,OK,Blaine County,"1,795"
40013,OK,Bryan County,"8,258"
40015,OK,Caddo County,"6,399"
40017,OK,Canadian County,"9,811"
40019,OK,Carter County,"7,870"
40021,OK,Cherokee County,"9,584"
40023,OK,Choctaw County,"4,000"
40025,OK,Cimarron County,410
40027,OK,Cleveland County,"32,649"
40029,OK,Coal County,"1,195"
40031,OK,Comanche County,"21,256"
40033,OK,Cotton County,"1,081"
40035,OK,Craig County,"2,644"
40037,OK,Creek County,"10,966"
40039,OK,Custer County,"4,439"
40041,OK,Delaware County,"7,707"
40043,OK,Dewey County,595
40045,OK,Ellis County,491
40047,OK,Garfield County,"8,884"
40049,OK,Garvin County,"5,222"
40051,OK,Grady County,"6,366"
40053,OK,Grant County,542
40055,OK,Greer County,"1,260"
40057,OK,Harmon County,667
40059,OK,Harper County,399
40061,OK,Haskell County,"3,136"
40063,OK,Hughes County,"2,873"
40065,OK,Jackson County,"4,338"
40067,OK,Jefferson County,"1,411"
40069,OK,Johnston County,"2,160"
40071,OK,Kay County,"8,040"
40073,OK,Kingfisher County,"1,535"
40075,OK,Kiowa County,"1,745"
40077,OK,Latimer County,"2,087"
40079,OK,Le Flore County,"11,499"
40081,OK,Lincoln County,"5,089"
40083,OK,Logan County,"5,990"
40085,OK,Love County,"1,204"
40087,OK,McClain County,"3,788"
40089,OK,McCurtain County,"6,805"
40091,OK,McIntosh County,"4,429"
40093,OK,Major County,898
40095,OK,Marshall County,"2,858"
40097,OK,Mayes County,"7,085"
40099,OK,Murray County,"2,026"
40101,OK,Muskogee County,"14,708"
40103,OK,Noble County,"1,522"
40105,OK,Nowata County,"1,660"
40107,OK,Okfuskee County,"2,791"
40109,OK,Oklahoma County,"134,346"
40111,OK,Okmulgee County,"8,073"
40113,OK,Osage County,"7,670"
40115,OK,Ottawa County,"6,863"
40117,OK,Pawnee County,"2,494"
40119,OK,Payne County,"17,109"
40121,OK,Pittsburg County,"9,134"
40123,OK,Pontotoc County,"6,270"
40125,OK,Pottawatomie County,"11,971"
40127,OK,Pushmataha County,"2,538"
40129,OK,Roger Mills County,459
40131,OK,Rogers County,"8,828"
40133,OK,Seminole County,"6,114"
40135,OK,Sequoyah County,"11,377"
40137,OK,Stephens County,"6,779"
40139,OK,Texas County,"2,887"
40141,OK,Tillman County,"1,747"
40143,OK,Tulsa County,"91,246"
40145,OK,Wagoner County,"7,390"
40147,OK,Washington County,"7,073"
40149,OK,Washita County,"1,561"
40151,OK,Woods County,"1,181"
40153,OK,Woodward County,"2,495"
41000,OR,Oregon,"637,156"
41001,OR,Baker County,"3,232"
41003,OR,Benton County,"15,545"
41005,OR,Clackamas County,"37,450"
41007,OR,Clatsop County,"5,672"
41009,OR,Columbia County,"5,880"
41011,OR,Coos County,"12,144"
41013,OR,Crook County,"3,809"
41015,OR,Curry County,"3,780"
41017,OR,Deschutes County,"22,298"
41019,OR,Douglas County,"21,001"
41021,OR,Gilliam County,223
41023,OR,Grant County,"1,190"
41025,OR,Harney County,"1,489"
41027,OR,Hood River County,"3,298"
41029,OR,Jackson County,"37,566"
41031,OR,Jefferson County,"4,513"
41033,OR,Josephine County,"16,921"
41035,OR,Klamath County,"14,092"
41037,OR,Lake County,"1,429"
41039,OR,Lane County,"64,722"
41041,OR,Lincoln County,"8,628"
41043,OR,Linn County,"22,559"
41045,OR,Malheur County,"7,756"
41047,OR,Marion County,"56,064"
41049,OR,Morrow County,"1,824"
41051,OR,Multnomah County,"141,562"
41053,OR,Polk County,"10,721"
41055,OR,Sherman County,241
41057,OR,Tillamook County,"4,347"
41059,OR,Umatilla County,"13,041"
41061,OR,Union County,"4,418"
41063,OR,Wallowa County,"1,063"
41065,OR,Wasco County,"4,192"
41067,OR,Washington County,"69,403"
41069,OR,Wheeler County,315
41071,OR,Yamhill County,"14,772"
42000,PA,Pennsylvania,"1,679,008"
42001,PA,Adams County,"10,492"
42003,PA,Allegheny County,"157,151"
42005,PA,Armstrong County,"9,259"
42007,PA,Beaver County,"19,507"
42009,PA,Bedford County,"6,544"
42011,PA,Berks County,"57,336"
42013,PA,Blair County,"18,367"
42015,PA,Bradford County,"7,884"
42017,PA,Bucks County,"40,794"
42019,PA,Butler County,"16,152"
42021,PA,Cambria County,"20,177"
42023,PA,Cameron County,673
42025,PA,Carbon County,"8,227"
42027,PA,Centre County,"24,881"
42029,PA,Chester County,"36,496"
42031,PA,Clarion County,"5,641"
42033,PA,Clearfield County,"12,401"
42035,PA,Clinton County,"6,416"
42037,PA,Columbia County,"8,919"
42039,PA,Crawford County,"12,421"
42041,PA,Cumberland County,"20,894"
42043,PA,Dauphin County,"35,668"
42045,PA,Delaware County,"59,610"
42047,PA,Elk County,"3,220"
42049,PA,Erie County,"43,476"
42051,PA,Fayette County,"26,438"
42053,PA,Forest County,"1,099"
42055,PA,Franklin County,"17,932"
42057,PA,Fulton County,"1,925"
42059,PA,Greene County,"5,718"
42061,PA,Huntingdon County,"6,151"
42063,PA,Indiana County,"13,966"
42065,PA,Jefferson County,"5,807"
42067,PA,Juniata County,"3,001"
42069,PA,Lackawanna County,"31,412"
42071,PA,Lancaster County,"54,499"
42073,PA,Lawrence County,"11,441"
42075,PA,Lebanon County,"14,442"
42077,PA,Lehigh County,"44,744"
42079,PA,Luzerne County,"48,547"
42081,PA,Lycoming County,"17,789"
42083,PA,Mc Kean County,"6,544"
42085,PA,Mercer County,"15,793"
42087,PA,Mifflin County,"7,490"
42089,PA,Monroe County,"21,663"
42091,PA,Montgomery County,"56,743"
42093,PA,Montour County,"2,003"
42095,PA,Northampton County,"29,019"
42097,PA,Northumberland County,"14,358"
42099,PA,Perry County,"3,919"
42101,PA,Philadelphia County,"389,485"
42103,PA,Pike County,"5,893"
42105,PA,Potter County,"2,427"
42107,PA,Schuylkill County,"18,623"
42109,PA,Snyder County,"4,956"
42111,PA,Somerset County,"9,641"
42113,PA,Sullivan County,894
42115,PA,Susquehanna County,"5,301"
42117,PA,Tioga County,"6,551"
42119,PA,Union County,"4,839"
42121,PA,Venango County,"8,528"
42123,PA,Warren County,"5,631"
42125,PA,Washington County,"21,640"
42127,PA,Wayne County,"6,610"
42129,PA,Westmoreland County,"35,717"
42131,PA,Wyoming County,"2,993"
42133,PA,York County,"44,232"
44000,RI,Rhode Island,"149,825"
44001,RI,Bristol County,"3,696"
44003,RI,Kent County,"15,259"
44005,RI,Newport County,"7,566"
44007,RI,Providence County,"110,850"
44009,RI,Washington County,"12,453"
45000,SC,South Carolina,"838,065"
45001,SC,Abbeville County,"5,178"
45003,SC,Aiken County,"26,875"
45005,SC,Allendale County,"3,328"
45007,SC,Anderson County,"31,752"
45009,SC,Bamberg County,"4,209"
45011,SC,Barnwell County,"5,843"
45013,SC,Beaufort County,"22,025"
45015,SC,Berkeley County,"26,592"
45017,SC,Calhoun County,"2,841"
45019,SC,Charleston County,"62,336"
45021,SC,Cherokee County,"12,295"
45023,SC,Chester County,"7,209"
45025,SC,Chesterfield County,"11,991"
45027,SC,Clarendon County,"8,793"
45029,SC,Colleton County,"8,566"
45031,SC,Darlington County,"16,800"
